image_id,split,width,height
2008_006724,train,500.0,375.0
2008_006728,train,399.0,500.0
2008_006730,train,380.0,481.0
2008_006733,train,500.0,339.0
2008_006737,train,500.0,375.0
2008_006748,train,500.0,375.0
2008_006750,train,500.0,375.0
2008_006751,train,500.0,375.0
2008_006753,train,500.0,375.0
2008_006761,train,500.0,375.0
2008_006762,train,500.0,375.0
2008_006764,train,480.0,500.0
2008_006767,train,500.0,390.0
2008_006778,train,500.0,375.0
2008_006785,train,500.0,375.0
2008_006802,train,375.0,500.0
2008_006807,train,500.0,375.0
2008_006808,train,500.0,377.0
2008_006810,train,500.0,471.0
2008_006818,train,500.0,318.0
2008_006819,train,500.0,375.0
2008_006820,train,500.0,331.0
2008_006827,train,500.0,375.0
2008_006832,train,500.0,331.0
2008_006834,train,500.0,375.0
2008_006843,train,500.0,333.0
2008_006847,train,375.0,500.0
2008_006857,train,333.0,500.0
2008_006864,train,500.0,375.0
2008_006865,train,333.0,500.0
2008_006868,train,500.0,375.0
2008_006872,train,500.0,377.0
2008_006873,train,500.0,281.0
2008_006877,train,500.0,377.0
2008_006879,train,333.0,500.0
2008_006881,train,500.0,371.0
2008_006882,train,375.0,500.0
2008_006889,train,500.0,375.0
2008_006898,train,500.0,375.0
2008_006902,train,500.0,375.0
2008_006903,train,500.0,375.0
2008_006908,train,500.0,332.0
2008_006909,train,500.0,375.0
2008_006910,train,500.0,375.0
2008_006919,train,500.0,375.0
2008_006920,train,500.0,321.0
2008_006921,train,500.0,375.0
2008_006923,train,333.0,500.0
2008_006926,train,375.0,500.0
2008_006933,train,500.0,375.0
2008_006936,train,500.0,375.0
2008_006946,train,500.0,375.0
2008_006950,train,374.0,500.0
2008_006953,train,327.0,500.0
2008_006954,train,500.0,409.0
2008_006960,train,500.0,332.0
2008_006961,train,500.0,374.0
2008_006962,train,500.0,375.0
2008_006965,train,500.0,375.0
2008_006969,train,500.0,333.0
2008_006973,train,500.0,333.0
2008_006992,train,375.0,500.0
2008_007003,train,500.0,333.0
2008_007004,train,500.0,380.0
2008_007009,train,500.0,375.0
2008_007011,train,500.0,330.0
2008_007012,train,500.0,333.0
2008_007014,train,500.0,375.0
2008_007022,train,500.0,334.0
2008_007026,train,500.0,375.0
2008_007028,train,500.0,375.0
2008_007030,train,500.0,375.0
2008_007038,train,500.0,375.0
2008_007039,train,500.0,375.0
2008_007043,train,500.0,375.0
2008_007045,train,500.0,333.0
2008_007054,train,333.0,500.0
2008_007058,train,500.0,334.0
2008_007060,train,500.0,265.0
2008_007061,train,500.0,375.0
2008_007069,train,500.0,375.0
2008_007073,train,500.0,375.0
2008_007075,train,500.0,375.0
2008_007076,train,191.0,500.0
2008_007081,train,500.0,375.0
2008_007082,train,333.0,500.0
2008_007085,train,500.0,492.0
2008_007090,train,500.0,333.0
2008_007095,train,500.0,317.0
2008_007097,train,480.0,360.0
2008_007098,train,500.0,333.0
2008_007101,train,500.0,375.0
2008_007106,train,500.0,371.0
2008_007115,train,500.0,333.0
2008_007118,train,500.0,375.0
2008_007124,train,500.0,333.0
2008_007129,train,500.0,375.0
2008_007131,train,500.0,375.0
2008_007138,train,500.0,375.0
2008_007142,train,375.0,500.0
2008_007145,train,500.0,375.0
2008_007146,train,375.0,500.0
2008_007147,train,375.0,500.0
2008_007151,train,500.0,357.0
2008_007156,train,500.0,358.0
2008_007161,train,500.0,370.0
2008_007165,train,500.0,375.0
2008_007168,train,500.0,375.0
2008_007169,train,375.0,500.0
2008_007179,train,420.0,315.0
2008_007185,train,500.0,338.0
2008_007197,train,500.0,375.0
2008_007201,train,500.0,375.0
2008_007205,train,500.0,375.0
2008_007208,train,375.0,500.0
2008_007211,train,500.0,375.0
2008_007217,train,500.0,375.0
2008_007218,train,500.0,375.0
2008_007221,train,500.0,333.0
2008_007223,train,500.0,375.0
2008_007226,train,375.0,500.0
2008_007236,train,500.0,333.0
2008_007237,train,500.0,333.0
2008_007239,train,426.0,500.0
2008_007242,train,500.0,375.0
2008_007245,train,500.0,400.0
2008_007246,train,500.0,333.0
2008_007252,train,500.0,375.0
2008_007254,train,375.0,500.0
2008_007260,train,500.0,375.0
2008_007261,train,500.0,375.0
2008_007265,train,333.0,500.0
2008_007274,train,500.0,375.0
2008_007280,train,500.0,400.0
2008_007281,train,500.0,375.0
2008_007286,train,500.0,371.0
2008_007289,train,500.0,375.0
2008_007291,train,500.0,342.0
2008_007298,train,375.0,500.0
2008_007307,train,333.0,500.0
2008_007312,train,500.0,375.0
2008_007313,train,500.0,333.0
2008_007320,train,480.0,272.0
2008_007321,train,500.0,494.0
2008_007325,train,500.0,375.0
2008_007335,train,500.0,375.0
2008_007343,train,500.0,375.0
2008_007346,train,500.0,333.0
2008_007353,train,500.0,375.0
2008_007356,train,500.0,325.0
2008_007357,train,500.0,334.0
2008_007361,train,500.0,375.0
2008_007363,train,500.0,375.0
2008_007364,train,500.0,375.0
2008_007375,train,500.0,309.0
2008_007382,train,365.0,486.0
2008_007383,train,500.0,404.0
2008_007388,train,500.0,375.0
2008_007394,train,187.0,500.0
2008_007397,train,500.0,333.0
2008_007410,train,500.0,375.0
2008_007421,train,261.0,400.0
2008_007423,train,500.0,470.0
2008_007424,train,500.0,333.0
2008_007425,train,500.0,227.0
2008_007428,train,500.0,375.0
2008_007432,train,480.0,360.0
2008_007433,train,324.0,432.0
2008_007438,train,500.0,375.0
2008_007442,train,500.0,333.0
2008_007443,train,500.0,375.0
2008_007444,train,500.0,375.0
2008_007448,train,500.0,333.0
2008_007456,train,500.0,375.0
2008_007465,train,500.0,371.0
2008_007469,train,400.0,496.0
2008_007470,train,382.0,500.0
2008_007471,train,500.0,375.0
2008_007472,train,500.0,333.0
2008_007473,train,500.0,326.0
2008_007477,train,500.0,375.0
2008_007485,train,500.0,333.0
2008_007486,train,500.0,375.0
2008_007491,train,500.0,375.0
2008_007496,train,500.0,307.0
2008_007500,train,500.0,333.0
2008_007504,train,500.0,357.0
2008_007509,train,500.0,375.0
2008_007510,train,500.0,375.0
2008_007511,train,500.0,291.0
2008_007515,train,375.0,500.0
2008_007519,train,335.0,500.0
2008_007524,train,500.0,375.0
2008_007528,train,375.0,500.0
2008_007533,train,500.0,375.0
2008_007537,train,500.0,375.0
2008_007544,train,374.0,500.0
2008_007546,train,375.0,500.0
2008_007556,train,500.0,375.0
2008_007559,train,500.0,333.0
2008_007565,train,375.0,500.0
2008_007573,train,500.0,375.0
2008_007576,train,333.0,500.0
2008_007581,train,500.0,375.0
2008_007584,train,500.0,375.0
2008_007588,train,375.0,500.0
2008_007589,train,288.0,162.0
2008_007593,train,375.0,500.0
2008_007597,train,369.0,500.0
2008_007604,train,333.0,500.0
2008_007608,train,500.0,375.0
2008_007611,train,500.0,375.0
2008_007613,train,500.0,374.0
2008_007621,train,500.0,375.0
2008_007625,train,333.0,500.0
2008_007629,train,500.0,333.0
2008_007630,train,346.0,286.0
2008_007640,train,500.0,375.0
2008_007641,train,375.0,500.0
2008_007646,train,500.0,375.0
2008_007648,train,500.0,375.0
2008_007653,train,500.0,375.0
2008_007660,train,500.0,333.0
2008_007664,train,500.0,341.0
2008_007665,train,500.0,375.0
2008_007666,train,500.0,375.0
2008_007675,train,500.0,332.0
2008_007682,train,500.0,375.0
2008_007683,train,476.0,500.0
2008_007691,train,375.0,500.0
2008_007692,train,500.0,375.0
2008_007696,train,500.0,375.0
2008_007697,train,375.0,500.0
2008_007698,train,500.0,375.0
2008_007701,train,375.0,500.0
2008_007709,train,500.0,471.0
2008_007710,train,375.0,500.0
2008_007717,train,500.0,333.0
2008_007724,train,500.0,375.0
2008_007726,train,500.0,332.0
2008_007730,train,500.0,375.0
2008_007742,train,500.0,374.0
2008_007746,train,500.0,375.0
2008_007748,train,500.0,377.0
2008_007750,train,500.0,333.0
2008_007752,train,500.0,424.0
2008_007755,train,500.0,344.0
2008_007758,train,500.0,375.0
2008_007759,train,500.0,375.0
2008_007761,train,500.0,375.0
2008_007770,train,500.0,334.0
2008_007777,train,500.0,333.0
2008_007779,train,500.0,375.0
2008_007780,train,500.0,375.0
2008_007781,train,375.0,500.0
2008_007786,train,500.0,375.0
2008_007788,train,500.0,375.0
2008_007789,train,375.0,500.0
2008_007805,train,500.0,375.0
2008_007812,train,500.0,375.0
2008_007817,train,376.0,500.0
2008_007825,train,500.0,406.0
2008_007829,train,500.0,375.0
2008_007833,train,500.0,375.0
2008_007835,train,500.0,375.0
2008_007837,train,500.0,375.0
2008_007840,train,500.0,375.0
2008_007842,train,500.0,375.0
2008_007843,train,500.0,375.0
2008_007848,train,500.0,330.0
2008_007852,train,500.0,375.0
2008_007858,train,333.0,500.0
2008_007861,train,333.0,500.0
2008_007864,train,375.0,500.0
2008_007869,train,500.0,333.0
2008_007870,train,500.0,333.0
2008_007873,train,500.0,375.0
2008_007877,train,500.0,375.0
2008_007879,train,500.0,333.0
2008_007882,train,375.0,500.0
2008_007883,train,500.0,332.0
2008_007891,train,500.0,349.0
2008_007895,train,331.0,500.0
2008_007897,train,500.0,432.0
2008_007904,train,213.0,500.0
2008_007907,train,500.0,375.0
2008_007909,train,500.0,375.0
2008_007912,train,500.0,375.0
2008_007913,train,500.0,375.0
2008_007916,train,500.0,375.0
2008_007918,train,500.0,375.0
2008_007928,train,500.0,375.0
2008_007937,train,304.0,291.0
2008_007938,train,500.0,375.0
2008_007940,train,500.0,485.0
2008_007941,train,400.0,300.0
2008_007947,train,500.0,333.0
2008_007950,train,309.0,500.0
2008_007953,train,500.0,400.0
2008_007962,train,500.0,375.0
2008_007969,train,500.0,375.0
2008_007973,train,375.0,500.0
2008_007975,train,500.0,375.0
2008_007977,train,500.0,334.0
2008_007985,train,500.0,307.0
2008_007987,train,480.0,360.0
2008_007988,train,375.0,500.0
2008_007990,train,400.0,300.0
2008_007997,train,500.0,375.0
2008_007998,train,500.0,333.0
2008_007999,train,500.0,333.0
2008_008002,train,500.0,324.0
2008_008004,train,500.0,375.0
2008_008007,train,500.0,356.0
2008_008012,train,299.0,500.0
2008_008018,train,500.0,375.0
2008_008020,train,500.0,374.0
2008_008021,train,500.0,375.0
2008_008028,train,500.0,375.0
2008_008031,train,500.0,375.0
2008_008034,train,500.0,389.0
2008_008037,train,500.0,400.0
2008_008043,train,500.0,375.0
2008_008048,train,500.0,375.0
2008_008058,train,335.0,500.0
2008_008064,train,500.0,375.0
2008_008070,train,500.0,375.0
2008_008072,train,500.0,375.0
2008_008073,train,333.0,500.0
2008_008074,train,500.0,171.0
2008_008080,train,500.0,449.0
2008_008083,train,333.0,500.0
2008_008092,train,500.0,375.0
2008_008095,train,500.0,375.0
2008_008097,train,500.0,333.0
2008_008098,train,500.0,375.0
2008_008106,train,500.0,375.0
2008_008112,train,500.0,333.0
2008_008116,train,500.0,375.0
2008_008121,train,375.0,500.0
2008_008122,train,500.0,333.0
2008_008125,train,500.0,333.0
2008_008132,train,474.0,500.0
2008_008147,train,500.0,348.0
2008_008148,train,500.0,381.0
2008_008150,train,500.0,333.0
2008_008152,train,500.0,333.0
2008_008154,train,500.0,335.0
2008_008162,train,500.0,333.0
2008_008166,train,500.0,374.0
2008_008169,train,500.0,300.0
2008_008170,train,500.0,375.0
2008_008176,train,333.0,500.0
2008_008180,train,500.0,333.0
2008_008184,train,500.0,375.0
2008_008193,train,500.0,335.0
2008_008194,train,500.0,354.0
2008_008197,train,500.0,258.0
2008_008199,train,500.0,358.0
2008_008200,train,500.0,333.0
2008_008206,train,500.0,325.0
2008_008211,train,500.0,296.0
2008_008212,train,500.0,391.0
2008_008215,train,500.0,335.0
2008_008218,train,500.0,333.0
2008_008220,train,500.0,334.0
2008_008223,train,500.0,326.0
2008_008227,train,500.0,235.0
2008_008229,train,500.0,356.0
2008_008237,train,500.0,375.0
2008_008242,train,375.0,500.0
2008_008247,train,500.0,333.0
2008_008262,train,500.0,375.0
2008_008263,train,500.0,482.0
2008_008266,train,500.0,375.0
2008_008274,train,500.0,375.0
2008_008275,train,500.0,305.0
2008_008276,train,500.0,318.0
2008_008281,train,500.0,334.0
2008_008287,train,500.0,375.0
2008_008288,train,500.0,337.0
2008_008294,train,500.0,333.0
2008_008300,train,500.0,333.0
2008_008309,train,500.0,356.0
2008_008315,train,500.0,482.0
2008_008319,train,500.0,375.0
2008_008321,train,500.0,370.0
2008_008323,train,500.0,375.0
2008_008324,train,375.0,500.0
2008_008325,train,333.0,500.0
2008_008330,train,375.0,500.0
2008_008338,train,500.0,375.0
2008_008342,train,500.0,317.0
2008_008343,train,500.0,375.0
2008_008344,train,500.0,400.0
2008_008345,train,500.0,223.0
2008_008347,train,300.0,400.0
2008_008356,train,500.0,343.0
2008_008363,train,500.0,375.0
2008_008364,train,500.0,320.0
2008_008366,train,500.0,375.0
2008_008368,train,500.0,375.0
2008_008370,train,375.0,500.0
2008_008382,train,500.0,375.0
2008_008384,train,500.0,333.0
2008_008391,train,500.0,347.0
2008_008402,train,500.0,377.0
2008_008403,train,500.0,374.0
2008_008404,train,335.0,500.0
2008_008410,train,500.0,354.0
2008_008411,train,500.0,375.0
2008_008416,train,500.0,375.0
2008_008423,train,500.0,375.0
2008_008428,train,481.0,500.0
2008_008431,train,357.0,500.0
2008_008432,train,500.0,375.0
2008_008440,train,500.0,375.0
2008_008447,train,470.0,500.0
2008_008455,train,500.0,402.0
2008_008462,train,500.0,375.0
2008_008464,train,500.0,362.0
2008_008471,train,500.0,375.0
2008_008476,train,500.0,326.0
2008_008479,train,500.0,375.0
2008_008480,train,500.0,375.0
2008_008482,train,500.0,375.0
2008_008487,train,500.0,375.0
2008_008490,train,500.0,333.0
2008_008496,train,500.0,333.0
2008_008497,train,500.0,375.0
2008_008507,train,500.0,229.0
2008_008508,train,500.0,375.0
2008_008511,train,500.0,333.0
2008_008517,train,500.0,375.0
2008_008521,train,500.0,375.0
2008_008522,train,500.0,429.0
2008_008523,train,500.0,375.0
2008_008525,train,500.0,500.0
2008_008526,train,500.0,375.0
2008_008528,train,360.0,270.0
2008_008530,train,500.0,333.0
2008_008533,train,500.0,376.0
2008_008541,train,375.0,500.0
2008_008544,train,500.0,375.0
2008_008545,train,500.0,375.0
2008_008546,train,500.0,333.0
2008_008547,train,500.0,375.0
2008_008549,train,500.0,375.0
2008_008550,train,371.0,500.0
2008_008560,train,500.0,375.0
2008_008567,train,500.0,483.0
2008_008572,train,333.0,500.0
2008_008578,train,500.0,375.0
2008_008579,train,500.0,333.0
2008_008583,train,500.0,375.0
2008_008589,train,375.0,500.0
2008_008590,train,500.0,359.0
2008_008591,train,500.0,332.0
2008_008593,train,375.0,500.0
2008_008600,train,375.0,500.0
2008_008601,train,500.0,333.0
2008_008607,train,375.0,500.0
2008_008608,train,500.0,375.0
2008_008616,train,500.0,334.0
2008_008618,train,500.0,329.0
2008_008623,train,500.0,375.0
2008_008624,train,500.0,376.0
2008_008635,train,216.0,288.0
2008_008637,train,500.0,375.0
2008_008641,train,333.0,500.0
2008_008642,train,500.0,332.0
2008_008649,train,500.0,375.0
2008_008654,train,375.0,500.0
2008_008665,train,500.0,375.0
2008_008666,train,500.0,382.0
2008_008668,train,500.0,243.0
2008_008671,train,500.0,375.0
2008_008673,train,375.0,500.0
2008_008674,train,500.0,333.0
2008_008681,train,500.0,357.0
2008_008685,train,500.0,375.0
2008_008689,train,375.0,500.0
2008_008691,train,500.0,375.0
2008_008694,train,500.0,333.0
2008_008696,train,500.0,333.0
2008_008697,train,375.0,500.0
2008_008701,train,500.0,375.0
2008_008706,train,375.0,500.0
2008_008707,train,500.0,335.0
2008_008714,train,500.0,375.0
2008_008717,train,333.0,500.0
2008_008719,train,500.0,375.0
2008_008725,train,500.0,375.0
2008_008735,train,500.0,333.0
2008_008744,train,500.0,375.0
2008_008745,train,500.0,371.0
2008_008748,train,500.0,348.0
2008_008749,train,500.0,334.0
2008_008757,train,500.0,375.0
2008_008770,train,333.0,500.0
2008_008773,train,500.0,376.0
2009_000006,train,500.0,408.0
2009_000010,train,500.0,375.0
2009_000014,train,500.0,375.0
2009_000015,train,500.0,375.0
2009_000016,train,500.0,375.0
2009_000021,train,318.0,500.0
2009_000027,train,500.0,375.0
2009_000028,train,500.0,333.0
2009_000029,train,375.0,500.0
2009_000030,train,500.0,375.0
2009_000040,train,500.0,334.0
2009_000042,train,500.0,375.0
2009_000052,train,500.0,333.0
2009_000054,train,500.0,375.0
2009_000056,train,393.0,500.0
2009_000058,train,375.0,500.0
2009_000059,train,500.0,335.0
2009_000073,train,333.0,500.0
2009_000082,train,500.0,336.0
2009_000085,train,500.0,375.0
2009_000088,train,500.0,335.0
2009_000091,train,500.0,330.0
2009_000100,train,333.0,500.0
2009_000103,train,380.0,500.0
2009_000104,train,500.0,333.0
2009_000105,train,500.0,375.0
2009_000109,train,500.0,375.0
2009_000119,train,500.0,377.0
2009_000120,train,367.0,500.0
2009_000122,train,500.0,333.0
2009_000128,train,375.0,500.0
2009_000130,train,333.0,500.0
2009_000131,train,500.0,397.0
2009_000132,train,500.0,500.0
2009_000133,train,500.0,273.0
2009_000135,train,500.0,375.0
2009_000137,train,500.0,375.0
2009_000140,train,500.0,375.0
2009_000141,train,500.0,278.0
2009_000145,train,500.0,374.0
2009_000150,train,375.0,500.0
2009_000151,train,500.0,375.0
2009_000159,train,500.0,333.0
2009_000160,train,375.0,500.0
2009_000161,train,500.0,374.0
2009_000164,train,500.0,375.0
2009_000168,train,500.0,333.0
2009_000176,train,500.0,375.0
2009_000177,train,500.0,375.0
2009_000188,train,375.0,500.0
2009_000195,train,500.0,375.0
2009_000197,train,500.0,400.0
2009_000203,train,500.0,375.0
2009_000209,train,375.0,500.0
2009_000217,train,500.0,375.0
2009_000218,train,500.0,442.0
2009_000223,train,500.0,375.0
2009_000227,train,500.0,375.0
2009_000229,train,500.0,441.0
2009_000232,train,299.0,500.0
2009_000233,train,500.0,375.0
2009_000237,train,500.0,375.0
2009_000239,train,500.0,375.0
2009_000248,train,500.0,333.0
2009_000250,train,500.0,333.0
2009_000251,train,500.0,375.0
2009_000253,train,500.0,332.0
2009_000268,train,375.0,500.0
2009_000277,train,374.0,500.0
2009_000280,train,500.0,304.0
2009_000281,train,500.0,375.0
2009_000285,train,333.0,500.0
2009_000287,train,500.0,333.0
2009_000289,train,500.0,375.0
2009_000290,train,500.0,375.0
2009_000303,train,500.0,394.0
2009_000317,train,500.0,379.0
2009_000320,train,500.0,333.0
2009_000322,train,375.0,500.0
2009_000327,train,500.0,334.0
2009_000336,train,500.0,333.0
2009_000339,train,500.0,357.0
2009_000340,train,375.0,500.0
2009_000341,train,500.0,333.0
2009_000343,train,500.0,375.0
2009_000344,train,500.0,375.0
2009_000347,train,500.0,333.0
2009_000350,train,500.0,461.0
2009_000367,train,500.0,325.0
2009_000375,train,332.0,500.0
2009_000377,train,333.0,500.0
2009_000379,train,500.0,375.0
2009_000385,train,500.0,375.0
2009_000390,train,500.0,333.0
2009_000393,train,375.0,500.0
2009_000400,train,333.0,500.0
2009_000405,train,500.0,375.0
2009_000408,train,500.0,321.0
2009_000409,train,500.0,375.0
2009_000416,train,500.0,492.0
2009_000419,train,400.0,500.0
2009_000420,train,500.0,333.0
2009_000438,train,500.0,375.0
2009_000439,train,500.0,375.0
2009_000443,train,500.0,223.0
2009_000444,train,500.0,400.0
2009_000445,train,500.0,325.0
2009_000449,train,333.0,500.0
2009_000452,train,333.0,500.0
2009_000454,train,500.0,375.0
2009_000463,train,500.0,334.0
2009_000464,train,500.0,375.0
2009_000471,train,500.0,333.0
2009_000474,train,500.0,333.0
2009_000476,train,500.0,373.0
2009_000477,train,500.0,200.0
2009_000486,train,500.0,180.0
2009_000491,train,500.0,375.0
2009_000493,train,500.0,380.0
2009_000494,train,500.0,375.0
2009_000500,train,500.0,357.0
2009_000502,train,500.0,375.0
2009_000503,train,500.0,375.0
2009_000504,train,500.0,375.0
2009_000505,train,500.0,333.0
2009_000515,train,375.0,500.0
2009_000522,train,500.0,333.0
2009_000525,train,500.0,375.0
2009_000527,train,500.0,340.0
2009_000529,train,500.0,333.0
2009_000532,train,500.0,375.0
2009_000535,train,500.0,332.0
2009_000539,train,500.0,333.0
2009_000544,train,375.0,500.0
2009_000546,train,500.0,333.0
2009_000547,train,500.0,382.0
2009_000553,train,500.0,333.0
2009_000557,train,500.0,375.0
2009_000560,train,500.0,334.0
2009_000562,train,500.0,333.0
2009_000565,train,500.0,400.0
2009_000567,train,333.0,500.0
2009_000575,train,320.0,240.0
2009_000576,train,500.0,333.0
2009_000577,train,500.0,375.0
2009_000579,train,500.0,333.0
2009_000585,train,500.0,375.0
2009_000586,train,375.0,500.0
2009_000591,train,500.0,334.0
2009_000592,train,500.0,334.0
2009_000595,train,500.0,377.0
2009_000599,train,500.0,333.0
2009_000600,train,500.0,333.0
2009_000602,train,500.0,321.0
2009_000603,train,500.0,333.0
2009_000604,train,500.0,375.0
2009_000617,train,500.0,375.0
2009_000626,train,500.0,375.0
2009_000629,train,500.0,375.0
2009_000632,train,500.0,375.0
2009_000635,train,500.0,375.0
2009_000636,train,500.0,375.0
2009_000638,train,500.0,375.0
2009_000642,train,500.0,396.0
2009_000651,train,500.0,403.0
2009_000653,train,500.0,333.0
2009_000655,train,375.0,500.0
2009_000662,train,360.0,240.0
2009_000663,train,500.0,333.0
2009_000672,train,500.0,375.0
2009_000679,train,500.0,375.0
2009_000684,train,500.0,375.0
2009_000686,train,500.0,333.0
2009_000690,train,500.0,344.0
2009_000692,train,500.0,375.0
2009_000694,train,375.0,500.0
2009_000695,train,500.0,332.0
2009_000696,train,375.0,500.0
2009_000708,train,500.0,375.0
2009_000709,train,334.0,500.0
2009_000718,train,500.0,375.0
2009_000720,train,500.0,202.0
2009_000722,train,375.0,500.0
2009_000737,train,500.0,301.0
2009_000744,train,333.0,500.0
2009_000745,train,500.0,280.0
2009_000746,train,500.0,375.0
2009_000748,train,500.0,334.0
2009_000750,train,333.0,500.0
2009_000752,train,500.0,333.0
2009_000755,train,327.0,500.0
2009_000757,train,500.0,335.0
2009_000759,train,500.0,333.0
2009_000768,train,500.0,375.0
2009_000770,train,500.0,454.0
2009_000774,train,500.0,375.0
2009_000777,train,500.0,375.0
2009_000789,train,500.0,333.0
2009_000790,train,500.0,372.0
2009_000793,train,500.0,376.0
2009_000794,train,375.0,500.0
2009_000796,train,500.0,345.0
2009_000797,train,279.0,500.0
2009_000801,train,500.0,334.0
2009_000804,train,500.0,375.0
2009_000805,train,500.0,375.0
2009_000815,train,334.0,500.0
2009_000816,train,500.0,333.0
2009_000831,train,375.0,500.0
2009_000833,train,500.0,375.0
2009_000834,train,500.0,333.0
2009_000848,train,500.0,375.0
2009_000849,train,500.0,386.0
2009_000854,train,500.0,375.0
2009_000867,train,500.0,375.0
2009_000869,train,500.0,375.0
2009_000874,train,500.0,335.0
2009_000882,train,500.0,375.0
2009_000887,train,500.0,334.0
2009_000889,train,500.0,333.0
2009_000894,train,500.0,334.0
2009_000895,train,500.0,286.0
2009_000899,train,375.0,500.0
2009_000902,train,500.0,500.0
2009_000906,train,500.0,330.0
2009_000910,train,500.0,328.0
2009_000915,train,500.0,375.0
2009_000920,train,500.0,355.0
2009_000926,train,500.0,375.0
2009_000927,train,500.0,375.0
2009_000930,train,334.0,500.0
2009_000932,train,333.0,500.0
2009_000937,train,500.0,265.0
2009_000938,train,500.0,383.0
2009_000945,train,500.0,375.0
2009_000953,train,500.0,333.0
2009_000961,train,333.0,500.0
2009_000962,train,300.0,500.0
2009_000967,train,500.0,333.0
2009_000969,train,333.0,500.0
2009_000970,train,500.0,375.0
2009_000973,train,500.0,375.0
2009_000974,train,500.0,375.0
2009_000975,train,500.0,333.0
2009_000979,train,500.0,375.0
2009_000980,train,500.0,375.0
2009_000981,train,500.0,332.0
2009_000987,train,334.0,500.0
2009_000990,train,500.0,375.0
2009_000996,train,500.0,375.0
2009_001002,train,500.0,375.0
2009_001009,train,500.0,375.0
2009_001012,train,377.0,500.0
2009_001013,train,500.0,382.0
2009_001019,train,500.0,375.0
2009_001027,train,500.0,333.0
2009_001036,train,500.0,357.0
2009_001037,train,500.0,333.0
2009_001040,train,394.0,500.0
2009_001042,train,500.0,336.0
2009_001052,train,500.0,375.0
2009_001056,train,500.0,334.0
2009_001059,train,500.0,333.0
2009_001068,train,333.0,500.0
2009_001070,train,375.0,500.0
2009_001074,train,500.0,375.0
2009_001078,train,500.0,375.0
2009_001079,train,500.0,375.0
2009_001081,train,500.0,375.0
2009_001085,train,500.0,334.0
2009_001091,train,500.0,375.0
2009_001095,train,375.0,500.0
2009_001096,train,500.0,375.0
2009_001098,train,500.0,300.0
2009_001100,train,356.0,500.0
2009_001102,train,500.0,375.0
2009_001103,train,500.0,375.0
2009_001104,train,500.0,335.0
2009_001105,train,500.0,335.0
2009_001107,train,375.0,500.0
2009_001110,train,333.0,500.0
2009_001111,train,500.0,341.0
2009_001117,train,500.0,499.0
2009_001124,train,500.0,333.0
2009_001129,train,500.0,335.0
2009_001133,train,378.0,500.0
2009_001135,train,500.0,375.0
2009_001137,train,500.0,334.0
2009_001138,train,500.0,375.0
2009_001140,train,500.0,333.0
2009_001145,train,500.0,333.0
2009_001146,train,500.0,375.0
2009_001147,train,500.0,375.0
2009_001151,train,500.0,333.0
2009_001152,train,500.0,346.0
2009_001153,train,500.0,334.0
2009_001154,train,324.0,411.0
2009_001159,train,500.0,332.0
2009_001163,train,500.0,373.0
2009_001172,train,500.0,500.0
2009_001177,train,500.0,333.0
2009_001180,train,336.0,500.0
2009_001188,train,500.0,375.0
2009_001190,train,500.0,375.0
2009_001192,train,500.0,333.0
2009_001197,train,500.0,393.0
2009_001199,train,500.0,333.0
2009_001201,train,500.0,375.0
2009_001203,train,500.0,335.0
2009_001205,train,500.0,333.0
2009_001206,train,453.0,500.0
2009_001208,train,500.0,423.0
2009_001216,train,333.0,500.0
2009_001217,train,500.0,334.0
2009_001221,train,500.0,375.0
2009_001224,train,500.0,375.0
2009_001229,train,500.0,375.0
2009_001230,train,500.0,375.0
2009_001236,train,333.0,500.0
2009_001237,train,500.0,357.0
2009_001238,train,500.0,334.0
2009_001241,train,500.0,375.0
2009_001251,train,334.0,500.0
2009_001253,train,375.0,500.0
2009_001254,train,500.0,346.0
2009_001260,train,500.0,375.0
2009_001263,train,500.0,375.0
2009_001264,train,331.0,500.0
2009_001268,train,333.0,500.0
2009_001270,train,438.0,500.0
2009_001271,train,500.0,375.0
2009_001282,train,500.0,288.0
2009_001283,train,500.0,333.0
2009_001285,train,500.0,375.0
2009_001291,train,408.0,500.0
2009_001301,train,400.0,500.0
2009_001303,train,500.0,333.0
2009_001305,train,500.0,375.0
2009_001306,train,500.0,385.0
2009_001308,train,363.0,500.0
2009_001311,train,500.0,375.0
2009_001312,train,500.0,333.0
2009_001319,train,500.0,333.0
2009_001323,train,500.0,375.0
2009_001327,train,500.0,333.0
2009_001328,train,500.0,375.0
2009_001329,train,500.0,335.0
2009_001339,train,500.0,375.0
2009_001344,train,500.0,333.0
2009_001354,train,500.0,375.0
2009_001357,train,500.0,396.0
2009_001359,train,500.0,333.0
2009_001360,train,500.0,334.0
2009_001364,train,500.0,375.0
2009_001368,train,500.0,333.0
2009_001369,train,480.0,461.0
2009_001372,train,500.0,229.0
2009_001374,train,500.0,334.0
2009_001375,train,500.0,375.0
2009_001376,train,500.0,375.0
2009_001385,train,500.0,332.0
2009_001388,train,500.0,375.0
2009_001389,train,500.0,333.0
2009_001390,train,500.0,344.0
2009_001395,train,338.0,500.0
2009_001403,train,335.0,500.0
2009_001412,train,500.0,333.0
2009_001422,train,408.0,500.0
2009_001424,train,360.0,500.0
2009_001434,train,500.0,366.0
2009_001435,train,500.0,343.0
2009_001443,train,500.0,337.0
2009_001444,train,500.0,388.0
