image_id,split,cls,xmin,ymin,xmax,ymax,difficult,truncated,occluded,width,height,box_w,box_h,box_area,aspect_ratio,norm_area
2008_000832,train,bird,58,63,430,301,0,0,0,500,325,373,239,89147,1.5606694560669456,0.5485969230769231
2008_000833,train,boat,56,26,382,233,0,0,1,500,375,327,208,68016,1.5721153846153846,0.362752
2008_000833,train,car,392,182,500,314,0,1,0,500,375,109,133,14497,0.8195488721804511,0.07731733333333334
2008_000833,train,person,266,180,292,229,0,0,0,500,375,27,50,1350,0.54,0.0072
2008_000833,train,person,334,183,357,236,0,0,0,500,375,24,54,1296,0.4444444444444444,0.006912
2008_000833,train,person,354,170,382,246,0,0,0,500,375,29,77,2233,0.37662337662337664,0.011909333333333333
2008_000833,train,person,208,174,231,235,0,0,0,500,375,24,62,1488,0.3870967741935484,0.007936
2008_000833,train,person,233,175,254,233,0,0,0,500,375,22,59,1298,0.3728813559322034,0.006922666666666666
2008_000833,train,person,291,180,303,212,1,0,0,500,375,13,33,429,0.3939393939393939,0.002288
2008_000833,train,person,245,174,259,209,1,1,1,500,375,15,36,540,0.4166666666666667,0.00288
2008_000841,train,person,1,19,335,338,0,1,0,500,338,335,320,107200,1.046875,0.6343195266272189
2008_000841,train,person,261,23,500,338,0,1,0,500,338,240,316,75840,0.759493670886076,0.44875739644970414
2008_000841,train,pottedplant,431,45,500,299,1,1,1,500,338,70,255,17850,0.27450980392156865,0.10562130177514793
2008_000841,train,pottedplant,1,64,69,261,1,1,1,500,338,69,198,13662,0.3484848484848485,0.08084023668639054
2008_000842,train,person,85,406,106,498,0,0,0,333,500,22,93,2046,0.23655913978494625,0.012288288288288289
2008_000844,train,person,77,46,202,464,0,0,1,367,500,126,419,52794,0.30071599045346065,0.28770572207084466
2008_000844,train,person,149,178,275,446,0,0,0,367,500,127,269,34163,0.4721189591078067,0.18617438692098093
2008_000847,train,cat,220,138,377,293,0,1,0,500,375,158,156,24648,1.0128205128205128,0.131456
2008_000847,train,person,35,68,446,375,0,1,1,500,375,412,308,126896,1.3376623376623376,0.6767786666666666
2008_000847,train,chair,365,219,455,334,0,1,1,500,375,91,116,10556,0.7844827586206896,0.056298666666666664
2008_000851,train,person,177,15,448,332,0,1,0,500,332,272,318,86496,0.8553459119496856,0.5210602409638554
2008_000851,train,person,22,23,212,332,0,1,0,500,332,191,310,59210,0.6161290322580645,0.35668674698795183
2008_000851,train,bottle,196,257,237,332,0,1,1,500,332,42,76,3192,0.5526315789473685,0.019228915662650604
2008_000851,train,bottle,35,279,75,332,0,1,1,500,332,41,54,2214,0.7592592592592593,0.013337349397590362
2008_000854,train,person,107,8,162,142,0,0,1,400,263,56,135,7560,0.4148148148148148,0.07186311787072243
2008_000854,train,motorbike,76,56,182,143,0,0,1,400,263,107,88,9416,1.2159090909090908,0.08950570342205323
2008_000860,train,cat,109,176,401,235,0,0,0,500,375,293,60,17580,4.883333333333334,0.09376
2008_000861,train,bird,88,100,292,194,0,0,0,500,237,205,95,19475,2.1578947368421053,0.16434599156118143
2008_000861,train,bird,260,28,426,114,0,0,1,500,237,167,87,14529,1.9195402298850575,0.12260759493670886
2008_000867,train,person,325,309,389,375,0,1,0,500,375,65,67,4355,0.9701492537313433,0.023226666666666666
2008_000867,train,person,172,303,195,375,0,1,0,500,375,24,73,1752,0.3287671232876712,0.009344
2008_000867,train,person,139,300,172,375,0,1,0,500,375,34,76,2584,0.4473684210526316,0.013781333333333333
2008_000870,train,person,86,179,314,500,0,1,1,375,500,229,322,73738,0.7111801242236024,0.39326933333333336
2008_000870,train,chair,1,255,248,500,0,1,1,375,500,248,246,61008,1.008130081300813,0.325376
2008_000873,train,person,442,135,500,228,0,1,0,500,375,59,94,5546,0.6276595744680851,0.029578666666666666
2008_000873,train,person,346,71,414,218,1,1,1,500,375,69,148,10212,0.46621621621621623,0.054464
2008_000873,train,person,178,31,229,162,1,1,1,500,375,52,132,6864,0.3939393939393939,0.036608
2008_000873,train,person,119,57,189,192,1,1,1,500,375,71,136,9656,0.5220588235294118,0.051498666666666665
2008_000873,train,person,70,87,109,168,1,1,1,500,375,40,82,3280,0.4878048780487805,0.017493333333333333
2008_000873,train,person,4,91,37,179,0,1,1,500,375,34,89,3026,0.38202247191011235,0.016138666666666666
2008_000873,train,person,16,83,102,184,0,0,0,500,375,87,102,8874,0.8529411764705882,0.047328
2008_000873,train,person,23,24,406,375,0,1,1,500,375,384,352,135168,1.0909090909090908,0.720896
2008_000875,train,person,165,75,364,375,0,0,1,500,375,200,301,60200,0.6644518272425249,0.32106666666666667
2008_000875,train,person,66,50,77,64,1,1,0,500,375,12,15,180,0.8,0.00096
2008_000875,train,person,274,40,279,56,1,1,0,500,375,6,17,102,0.35294117647058826,0.000544
2008_000875,train,person,482,31,490,52,1,0,0,500,375,9,22,198,0.4090909090909091,0.001056
2008_000875,train,person,493,31,499,51,1,0,0,500,375,7,21,147,0.3333333333333333,0.000784
2008_000881,train,person,423,151,500,317,0,1,0,500,375,78,167,13026,0.46706586826347307,0.069472
2008_000881,train,person,241,111,358,375,0,1,1,500,375,118,265,31270,0.44528301886792454,0.16677333333333333
2008_000881,train,person,87,94,230,375,0,1,1,500,375,144,282,40608,0.5106382978723404,0.216576
2008_000881,train,person,1,131,157,374,0,1,1,500,375,157,244,38308,0.6434426229508197,0.20430933333333334
2008_000883,train,aeroplane,1,1,500,342,0,1,0,500,342,500,342,171000,1.4619883040935673,1.0
2008_000887,train,person,277,181,367,448,0,0,0,375,500,91,268,24388,0.33955223880597013,0.13006933333333334
2008_000887,train,person,236,228,251,259,0,0,0,375,500,16,32,512,0.5,0.002730666666666667
2008_000899,train,person,3,1,351,500,0,1,0,415,500,349,500,174500,0.698,0.8409638554216867
2008_000901,train,dog,84,1,415,375,0,1,0,500,375,332,375,124500,0.8853333333333333,0.664
2008_000902,train,person,1,3,302,375,0,1,0,500,375,302,373,112646,0.8096514745308311,0.6007786666666667
2008_000902,train,person,300,12,500,375,0,1,0,500,375,201,364,73164,0.5521978021978022,0.390208
2008_000902,train,person,242,1,355,145,0,1,0,500,375,114,145,16530,0.7862068965517242,0.08816
2008_000905,train,cow,57,1,454,333,0,1,0,500,333,398,333,132534,1.1951951951951951,0.796
2008_000908,train,person,242,100,263,160,0,0,0,300,199,22,61,1342,0.36065573770491804,0.022479061976549412
2008_000908,train,person,157,105,177,157,0,0,0,300,199,21,53,1113,0.39622641509433965,0.01864321608040201
2008_000908,train,person,138,101,156,155,0,0,1,300,199,19,55,1045,0.34545454545454546,0.01750418760469012
2008_000908,train,person,122,99,145,154,0,0,0,300,199,24,56,1344,0.42857142857142855,0.022512562814070353
2008_000908,train,person,104,97,123,154,0,0,0,300,199,20,58,1160,0.3448275862068966,0.019430485762144054
2008_000908,train,person,92,100,109,156,0,0,1,300,199,18,57,1026,0.3157894736842105,0.017185929648241206
2008_000908,train,person,65,99,87,153,0,0,0,300,199,23,55,1265,0.41818181818181815,0.0211892797319933
2008_000908,train,person,49,97,65,153,0,0,0,300,199,17,57,969,0.2982456140350877,0.016231155778894474
2008_000912,train,horse,16,157,132,249,0,0,0,338,480,117,93,10881,1.2580645161290323,0.06706730769230769
2008_000912,train,horse,108,26,338,480,0,1,1,338,480,231,455,105105,0.5076923076923077,0.6478365384615384
2008_000914,train,chair,13,57,267,276,0,0,0,361,290,255,220,56100,1.1590909090909092,0.5358678001719361
2008_000915,train,sheep,214,211,263,278,0,0,0,500,375,50,68,3400,0.7352941176470589,0.018133333333333335
2008_000923,train,pottedplant,226,365,377,491,0,0,0,378,500,152,127,19304,1.1968503937007875,0.10213756613756614
2008_000924,train,person,104,45,327,375,0,1,0,500,375,224,331,74144,0.676737160120846,0.39543466666666666
2008_000924,train,person,1,1,196,264,1,1,0,500,375,196,264,51744,0.7424242424242424,0.275968
2008_000928,train,person,26,26,318,375,0,1,1,500,375,293,350,102550,0.8371428571428572,0.5469333333333334
2008_000928,train,person,260,39,485,375,0,1,1,500,375,226,337,76162,0.6706231454005934,0.40619733333333335
2008_000928,train,person,404,107,460,194,0,1,1,500,375,57,88,5016,0.6477272727272727,0.026752
2008_000928,train,person,450,118,482,196,0,0,1,500,375,33,79,2607,0.4177215189873418,0.013904
2008_000928,train,person,265,128,275,150,1,0,0,500,375,11,23,253,0.4782608695652174,0.0013493333333333332
2008_000928,train,person,292,124,306,149,1,1,0,500,375,15,26,390,0.5769230769230769,0.00208
2008_000928,train,person,384,118,404,153,1,1,1,500,375,21,36,756,0.5833333333333334,0.004032
2008_000934,train,dog,132,115,500,375,0,1,0,500,375,369,261,96309,1.4137931034482758,0.513648
2008_000934,train,person,1,1,288,375,1,1,1,500,375,288,375,108000,0.768,0.576
2008_000941,train,person,1,59,70,334,0,1,0,500,334,70,276,19320,0.2536231884057971,0.11568862275449102
2008_000941,train,chair,363,232,431,334,0,1,0,500,334,69,103,7107,0.6699029126213593,0.04255688622754491
2008_000941,train,chair,228,233,264,334,0,1,0,500,334,37,102,3774,0.3627450980392157,0.02259880239520958
2008_000941,train,person,157,20,368,334,0,1,1,500,334,212,315,66780,0.6730158730158731,0.3998802395209581
2008_000941,train,person,125,6,251,334,0,1,1,500,334,127,329,41783,0.3860182370820669,0.25019760479041914
2008_000944,train,car,37,61,460,277,0,0,0,500,333,424,217,92008,1.9539170506912442,0.5526006006006006
2008_000944,train,person,230,69,257,90,0,1,0,500,333,28,22,616,1.2727272727272727,0.0036996996996996995
2008_000944,train,car,106,87,236,131,0,0,1,500,333,131,45,5895,2.911111111111111,0.035405405405405405
2008_000953,train,person,168,148,232,329,0,0,0,500,375,65,182,11830,0.35714285714285715,0.06309333333333333
2008_000953,train,person,154,83,250,200,0,1,1,500,375,97,118,11446,0.8220338983050848,0.06104533333333333
2008_000953,train,bottle,342,1,363,36,0,1,0,500,375,22,36,792,0.6111111111111112,0.004224
2008_000953,train,car,122,1,233,41,0,1,1,500,375,112,41,4592,2.731707317073171,0.024490666666666668
2008_000953,train,car,269,1,327,38,1,1,1,500,375,59,38,2242,1.5526315789473684,0.011957333333333334
2008_000959,train,car,26,78,496,338,0,0,0,500,375,471,261,122931,1.8045977011494252,0.655632
2008_000959,train,person,124,19,160,111,0,0,1,500,375,37,93,3441,0.3978494623655914,0.018352
2008_000970,train,person,43,197,121,393,0,0,0,500,418,79,197,15563,0.4010152284263959,0.07446411483253589
2008_000970,train,person,106,194,194,391,0,0,0,500,418,89,198,17622,0.4494949494949495,0.0843157894736842
2008_000970,train,person,168,196,245,381,0,0,1,500,418,78,186,14508,0.41935483870967744,0.06941626794258374
2008_000970,train,person,224,199,295,385,0,0,1,500,418,72,187,13464,0.3850267379679144,0.06442105263157895
2008_000970,train,person,292,200,375,383,0,0,1,500,418,84,184,15456,0.45652173913043476,0.07395215311004785
2008_000970,train,person,360,201,440,382,0,0,1,500,418,81,182,14742,0.44505494505494503,0.07053588516746412
2008_000973,train,dog,141,1,500,367,0,1,0,500,367,360,367,132120,0.9809264305177112,0.72
2008_000979,train,car,50,125,444,315,0,0,0,500,375,395,191,75445,2.068062827225131,0.40237333333333336
2008_000979,train,person,3,47,81,287,0,0,1,500,375,79,241,19039,0.3278008298755187,0.10154133333333333
2008_000979,train,person,181,68,235,145,0,1,0,500,375,55,78,4290,0.7051282051282052,0.02288
2008_000979,train,person,278,85,322,127,0,1,0,500,375,45,43,1935,1.0465116279069768,0.01032
2008_000981,train,person,188,1,212,67,0,0,0,500,375,25,67,1675,0.373134328358209,0.008933333333333333
2008_000981,train,person,136,1,159,66,1,1,0,500,375,24,66,1584,0.36363636363636365,0.008448
2008_000981,train,chair,8,1,50,60,1,1,0,500,375,43,60,2580,0.7166666666666667,0.01376
2008_000981,train,motorbike,195,50,471,327,0,0,1,500,375,277,278,77006,0.9964028776978417,0.41069866666666666
2008_000985,train,person,1,8,251,375,0,1,0,500,375,251,368,92368,0.6820652173913043,0.4926293333333333
2008_000985,train,person,238,3,474,375,0,1,0,500,375,237,373,88401,0.6353887399463807,0.471472
2008_000987,train,person,312,81,410,375,0,1,0,500,375,99,295,29205,0.33559322033898303,0.15576
2008_000987,train,person,249,64,335,269,0,1,0,500,375,87,206,17922,0.4223300970873786,0.095584
2008_000987,train,person,177,86,253,243,0,1,1,500,375,77,158,12166,0.4873417721518987,0.06488533333333334
2008_000987,train,person,85,76,186,259,0,1,1,500,375,102,184,18768,0.5543478260869565,0.100096
2008_000987,train,person,195,213,385,375,0,1,0,500,375,191,163,31133,1.1717791411042944,0.16604266666666667
2008_000987,train,person,1,206,203,375,0,1,0,500,375,203,170,34510,1.1941176470588235,0.18405333333333335
2008_000987,train,person,237,42,267,116,0,1,0,500,375,31,75,2325,0.41333333333333333,0.0124
2008_000999,train,cat,119,116,400,263,0,1,0,500,375,282,148,41736,1.9054054054054055,0.222592
2008_001018,train,person,481,251,494,280,1,0,0,500,375,14,30,420,0.4666666666666667,0.00224
2008_001018,train,car,423,255,458,272,0,1,1,500,375,36,18,648,2.0,0.003456
2008_001020,train,bird,53,77,243,274,0,0,0,500,375,191,198,37818,0.9646464646464646,0.201696
2008_001020,train,person,208,1,366,146,1,1,1,500,375,159,146,23214,1.0890410958904109,0.123808
2008_001021,train,tvmonitor,1,154,176,356,0,0,0,375,500,176,203,35728,0.8669950738916257,0.19054933333333332
2008_001021,train,person,95,159,375,500,0,1,0,375,500,281,342,96102,0.8216374269005848,0.512544
2008_001022,train,bus,29,17,436,336,0,0,0,500,359,408,320,130560,1.275,0.7273537604456825
2008_001022,train,bus,1,173,33,259,1,1,0,500,359,33,87,2871,0.3793103448275862,0.01599442896935933
2008_001022,train,person,449,211,475,288,0,1,0,500,359,27,78,2106,0.34615384615384615,0.01173259052924791
2008_001023,train,person,251,109,500,374,0,1,0,500,375,250,266,66500,0.9398496240601504,0.3546666666666667
2008_001023,train,person,1,31,338,375,0,1,1,500,375,338,345,116610,0.9797101449275363,0.62192
2008_001026,train,person,2,12,320,500,0,1,0,333,500,319,489,155991,0.6523517382413088,0.9368828828828829
2008_001030,train,sofa,36,205,406,374,0,1,1,500,375,371,170,63070,2.1823529411764704,0.33637333333333336
2008_001031,train,person,65,33,157,317,0,0,1,299,500,93,285,26505,0.3263157894736842,0.17729096989966556
2008_001031,train,horse,60,138,214,500,0,0,1,299,500,155,363,56265,0.42699724517906334,0.3763545150501672
2008_001035,train,person,107,205,133,291,0,0,1,500,375,27,87,2349,0.3103448275862069,0.012528
2008_001035,train,person,137,159,183,247,0,1,1,500,375,47,89,4183,0.5280898876404494,0.022309333333333334
2008_001036,train,person,221,44,500,333,0,1,0,500,333,280,290,81200,0.9655172413793104,0.48768768768768767
2008_001036,train,person,1,3,246,333,0,1,0,500,333,246,331,81426,0.743202416918429,0.48904504504504503
2008_001039,train,person,332,146,395,322,0,0,0,500,324,64,177,11328,0.3615819209039548,0.06992592592592592
2008_001039,train,person,266,146,292,222,0,0,0,500,324,27,77,2079,0.35064935064935066,0.012833333333333334
2008_001039,train,person,174,161,202,241,0,0,0,500,324,29,81,2349,0.35802469135802467,0.0145
2008_001039,train,car,227,143,294,197,0,0,1,500,324,68,55,3740,1.2363636363636363,0.02308641975308642
2008_001042,train,car,428,274,500,351,0,1,0,500,375,73,78,5694,0.9358974358974359,0.030368
2008_001042,train,car,285,272,469,342,0,1,1,500,375,185,71,13135,2.6056338028169015,0.07005333333333333
2008_001042,train,car,210,269,331,332,0,1,0,500,375,122,64,7808,1.90625,0.04164266666666667
2008_001042,train,car,69,263,213,320,0,0,0,500,375,145,58,8410,2.5,0.044853333333333335
2008_001042,train,car,1,284,62,372,0,1,0,500,375,62,89,5518,0.6966292134831461,0.02942933333333333
2008_001042,train,car,1,353,226,375,1,1,0,500,375,226,23,5198,9.826086956521738,0.027722666666666666
2008_001042,train,car,162,262,189,278,1,1,1,500,375,28,17,476,1.6470588235294117,0.0025386666666666665
2008_001042,train,car,299,242,366,271,1,0,0,500,375,68,30,2040,2.2666666666666666,0.01088
2008_001047,train,boat,124,180,357,291,0,0,0,500,375,234,112,26208,2.0892857142857144,0.139776
2008_001047,train,boat,346,159,425,239,0,0,1,500,375,80,81,6480,0.9876543209876543,0.03456
2008_001047,train,boat,423,144,500,216,0,1,0,500,375,78,73,5694,1.0684931506849316,0.030368
2008_001048,train,person,1,80,265,375,0,1,0,500,375,265,296,78440,0.8952702702702703,0.41834666666666664
2008_001048,train,person,148,145,473,375,0,1,0,500,375,326,231,75306,1.4112554112554112,0.401632
2008_001052,train,person,196,117,347,375,0,0,1,500,375,152,259,39368,0.5868725868725869,0.20996266666666666
2008_001052,train,person,96,41,354,373,0,1,1,500,375,259,333,86247,0.7777777777777778,0.459984
2008_001054,train,aeroplane,1,55,500,308,0,1,0,500,333,500,254,127000,1.968503937007874,0.7627627627627628
2008_001054,train,person,284,77,331,134,0,1,1,500,333,48,58,2784,0.8275862068965517,0.01672072072072072
2008_001054,train,person,237,108,272,154,0,1,1,500,333,36,47,1692,0.7659574468085106,0.010162162162162163
2008_001054,train,aeroplane,424,152,500,186,1,1,1,500,333,77,35,2695,2.2,0.016186186186186186
2008_001056,train,boat,124,59,232,206,0,0,0,500,440,109,148,16132,0.7364864864864865,0.07332727272727273
2008_001057,train,person,98,203,244,500,0,1,0,333,500,147,298,43806,0.49328859060402686,0.2630990990990991
2008_001057,train,person,89,128,194,230,0,1,1,333,500,106,103,10918,1.029126213592233,0.06557357357357357
2008_001057,train,person,192,136,303,226,0,1,1,333,500,112,91,10192,1.2307692307692308,0.06121321321321321
2008_001057,train,person,1,218,154,500,0,1,0,333,500,154,283,43582,0.5441696113074205,0.26175375375375376
2008_001057,train,person,202,198,333,500,0,1,0,333,500,132,303,39996,0.43564356435643564,0.24021621621621622
2008_001071,train,cat,1,28,500,274,0,1,0,500,312,500,247,123500,2.0242914979757085,0.7916666666666666
2008_001071,train,cat,272,164,500,312,0,0,0,500,312,229,149,34121,1.5369127516778522,0.21872435897435896
2008_001073,train,person,15,53,266,375,0,1,0,500,375,252,323,81396,0.7801857585139319,0.434112
2008_001073,train,tvmonitor,262,79,450,265,0,0,1,500,375,189,187,35343,1.0106951871657754,0.188496
2008_001073,train,chair,1,222,67,375,0,1,1,500,375,67,154,10318,0.43506493506493504,0.05502933333333333
2008_001081,train,person,85,40,427,333,0,1,0,500,333,343,294,100842,1.1666666666666667,0.6056576576576577
2008_001083,train,person,204,107,267,168,0,1,0,500,333,64,62,3968,1.032258064516129,0.02383183183183183
2008_001083,train,person,21,138,204,333,0,1,1,500,333,184,196,36064,0.9387755102040817,0.2166006006006006
2008_001083,train,person,81,99,136,200,0,1,0,500,333,56,102,5712,0.5490196078431373,0.03430630630630631
2008_001083,train,person,348,96,420,254,0,1,1,500,333,73,159,11607,0.4591194968553459,0.06971171171171171
2008_001083,train,person,262,99,364,309,0,1,1,500,333,103,211,21733,0.4881516587677725,0.13052852852852853
2008_001083,train,chair,12,226,182,333,0,1,0,500,333,171,108,18468,1.5833333333333333,0.11091891891891892
2008_001083,train,chair,264,188,371,332,0,1,1,500,333,108,145,15660,0.7448275862068966,0.09405405405405405
2008_001083,train,chair,361,156,401,291,1,1,1,500,333,41,136,5576,0.3014705882352941,0.03348948948948949
2008_001083,train,chair,1,179,49,223,1,1,1,500,333,49,45,2205,1.0888888888888888,0.013243243243243243
2008_001083,train,diningtable,113,170,303,333,0,1,1,500,333,191,164,31324,1.1646341463414633,0.18813213213213212
2008_001104,train,person,247,67,491,375,0,1,0,500,375,245,309,75705,0.7928802588996764,0.40376
2008_001104,train,person,1,130,196,375,0,1,0,500,375,196,246,48216,0.7967479674796748,0.257152
2008_001104,train,car,137,195,272,259,0,1,1,500,375,136,65,8840,2.0923076923076924,0.04714666666666667
2008_001104,train,car,119,230,188,281,0,1,1,500,375,70,52,3640,1.3461538461538463,0.019413333333333335
2008_001104,train,car,409,179,448,210,1,1,0,500,375,40,32,1280,1.25,0.006826666666666667
2008_001105,train,train,1,69,282,455,0,1,0,282,500,282,387,109134,0.7286821705426356,0.774
2008_001106,train,person,25,63,247,500,0,1,0,375,500,223,438,97674,0.5091324200913242,0.520928
2008_001112,train,person,142,164,330,500,0,1,0,375,500,189,337,63693,0.5608308605341247,0.339696
2008_001112,train,horse,1,205,201,468,0,1,1,375,500,201,264,53064,0.7613636363636364,0.283008
2008_001115,train,person,230,48,444,375,0,1,1,500,375,215,328,70520,0.6554878048780488,0.37610666666666664
2008_001115,train,person,76,16,218,238,0,1,0,500,375,143,223,31889,0.6412556053811659,0.17007466666666668
2008_001118,train,train,1,151,314,219,0,1,1,500,375,314,69,21666,4.550724637681159,0.115552
2008_001119,train,person,84,1,391,375,0,1,1,500,375,308,375,115500,0.8213333333333334,0.616
2008_001119,train,person,159,81,308,348,0,0,1,500,375,150,268,40200,0.5597014925373134,0.2144
2008_001119,train,motorbike,88,170,394,375,0,1,1,500,375,307,206,63242,1.4902912621359223,0.3372906666666667
2008_001130,train,bottle,327,215,347,266,0,0,0,500,375,21,52,1092,0.40384615384615385,0.005824
2008_001130,train,tvmonitor,219,153,313,259,0,0,0,500,375,95,107,10165,0.8878504672897196,0.054213333333333336
2008_001133,train,sofa,1,184,388,347,0,1,1,500,375,388,164,63632,2.3658536585365852,0.33937066666666665
2008_001133,train,sofa,1,265,317,375,0,1,0,500,375,317,111,35187,2.855855855855856,0.187664
2008_001133,train,chair,53,256,162,337,0,1,1,500,375,110,82,9020,1.3414634146341464,0.048106666666666666
2008_001133,train,chair,1,266,45,351,0,1,1,500,375,45,86,3870,0.5232558139534884,0.02064
2008_001133,train,chair,151,247,249,326,0,1,1,500,375,99,80,7920,1.2375,0.04224
2008_001133,train,chair,68,241,179,309,0,1,1,500,375,112,69,7728,1.6231884057971016,0.041216
2008_001133,train,chair,1,235,100,286,0,1,1,500,375,100,52,5200,1.9230769230769231,0.027733333333333332
2008_001133,train,pottedplant,449,113,500,250,0,1,0,500,375,52,138,7176,0.37681159420289856,0.038272
2008_001134,train,person,325,133,500,375,0,1,0,500,375,176,243,42768,0.7242798353909465,0.228096
2008_001134,train,person,1,51,197,375,0,1,0,500,375,197,325,64025,0.6061538461538462,0.34146666666666664
2008_001134,train,person,168,89,394,375,0,1,0,500,375,227,287,65149,0.7909407665505227,0.34746133333333334
2008_001137,train,dog,105,75,271,387,0,0,1,375,500,167,313,52271,0.5335463258785943,0.2787786666666667
2008_001143,train,tvmonitor,293,161,337,212,0,0,0,500,334,45,52,2340,0.8653846153846154,0.014011976047904192
2008_001143,train,chair,42,203,181,334,0,1,0,500,334,140,132,18480,1.0606060606060606,0.11065868263473054
2008_001143,train,tvmonitor,320,186,363,253,0,0,0,500,334,44,68,2992,0.6470588235294118,0.01791616766467066
2008_001147,train,person,3,36,207,332,0,1,0,500,334,205,297,60885,0.6902356902356902,0.3645808383233533
2008_001147,train,person,298,104,498,331,0,1,0,500,334,201,228,45828,0.881578947368421,0.2744191616766467
2008_001147,train,chair,17,111,260,331,0,1,1,500,334,244,221,53924,1.1040723981900453,0.32289820359281435
2008_001147,train,chair,261,144,391,332,0,1,1,500,334,131,189,24759,0.6931216931216931,0.14825748502994013
2008_001158,train,motorbike,280,201,397,297,0,0,1,500,375,118,97,11446,1.2164948453608246,0.06104533333333333
2008_001158,train,motorbike,108,230,189,271,0,0,1,500,375,82,42,3444,1.9523809523809523,0.018368
2008_001158,train,person,129,208,165,262,0,0,0,500,375,37,55,2035,0.6727272727272727,0.010853333333333333
2008_001158,train,person,329,171,381,271,0,0,0,500,375,53,101,5353,0.5247524752475248,0.028549333333333333
2008_001158,train,person,277,201,301,272,0,0,1,500,375,25,72,1800,0.3472222222222222,0.0096
2008_001159,train,boat,26,94,493,261,0,0,0,500,375,468,168,78624,2.7857142857142856,0.419328
2008_001159,train,boat,25,124,90,156,0,0,0,500,375,66,33,2178,2.0,0.011616
2008_001161,train,bird,131,245,162,278,0,1,0,500,333,32,34,1088,0.9411764705882353,0.0065345345345345345
2008_001161,train,bird,232,241,271,280,0,1,0,500,333,40,40,1600,1.0,0.00960960960960961
2008_001161,train,bird,357,248,396,287,0,1,0,500,333,40,40,1600,1.0,0.00960960960960961
2008_001164,train,train,47,12,301,406,0,0,0,331,500,255,395,100725,0.6455696202531646,0.6086102719033233
2008_001169,train,train,3,71,484,300,0,1,0,500,338,482,230,110860,2.0956521739130434,0.6559763313609468
2008_001169,train,car,455,229,491,243,0,1,1,500,338,37,15,555,2.466666666666667,0.003284023668639053
2008_001171,train,horse,14,8,475,405,0,0,0,500,406,462,398,183876,1.1608040201005025,0.9057931034482759
2008_001171,train,person,40,101,112,252,0,1,1,500,406,73,152,11096,0.48026315789473684,0.05466009852216749
2008_001171,train,person,1,44,32,328,1,1,1,500,406,32,285,9120,0.11228070175438597,0.04492610837438424
2008_001182,train,dog,210,144,317,337,0,0,0,500,374,108,194,20952,0.5567010309278351,0.1120427807486631
2008_001182,train,person,87,1,258,340,0,1,0,500,374,172,340,58480,0.5058823529411764,0.31272727272727274
2008_001188,train,person,196,123,371,333,0,1,1,500,333,176,211,37136,0.8341232227488151,0.22303903903903904
2008_001189,train,person,98,18,324,231,0,1,0,500,336,227,214,48578,1.060747663551402,0.2891547619047619
2008_001190,train,person,131,214,205,288,0,1,0,500,333,75,75,5625,1.0,0.033783783783783786
2008_001190,train,person,100,1,484,333,0,1,1,500,333,385,333,128205,1.1561561561561562,0.77
2008_001196,train,car,323,117,500,215,0,0,0,500,343,178,99,17622,1.797979797979798,0.10275218658892128
2008_001196,train,person,176,151,195,222,0,0,0,500,343,20,72,1440,0.2777777777777778,0.008396501457725948
2008_001196,train,person,198,155,220,219,0,0,0,500,343,23,65,1495,0.35384615384615387,0.008717201166180757
2008_001202,train,boat,1,138,409,333,0,0,0,500,333,409,196,80164,2.086734693877551,0.4814654654654655
2008_001202,train,person,220,146,443,306,0,0,1,500,333,224,161,36064,1.391304347826087,0.2166006006006006
2008_001202,train,person,110,122,242,291,0,0,1,500,333,133,170,22610,0.7823529411764706,0.1357957957957958
2008_001202,train,person,145,168,249,275,0,0,1,500,333,105,108,11340,0.9722222222222222,0.0681081081081081
2008_001203,train,motorbike,432,272,462,324,0,0,1,500,333,31,53,1643,0.5849056603773585,0.009867867867867869
2008_001206,train,person,53,16,492,371,0,1,0,500,371,440,356,156640,1.2359550561797752,0.8444204851752022
2008_001208,train,car,214,432,375,500,0,1,0,375,500,162,69,11178,2.347826086956522,0.059616
2008_001215,train,person,72,89,381,307,0,1,1,500,375,310,219,67890,1.4155251141552512,0.36208
2008_001219,train,person,70,8,303,500,0,1,0,375,500,234,493,115362,0.4746450304259635,0.615264
2008_001219,train,person,298,343,373,500,0,1,0,375,500,76,158,12008,0.4810126582278481,0.06404266666666666
2008_001223,train,person,240,78,403,500,0,1,0,403,500,164,423,69372,0.3877068557919622,0.34427791563275434
2008_001223,train,person,158,25,321,458,0,1,1,403,500,164,434,71176,0.3778801843317972,0.35323076923076924
2008_001223,train,person,26,111,221,396,0,1,1,403,500,196,286,56056,0.6853146853146853,0.27819354838709676
2008_001223,train,person,5,43,64,100,1,1,0,403,500,60,58,3480,1.0344827586206897,0.017270471464019853
2008_001223,train,person,378,91,403,140,0,1,1,403,500,26,50,1300,0.52,0.0064516129032258064
2008_001223,train,bottle,154,87,237,119,0,0,0,403,500,84,33,2772,2.5454545454545454,0.01375682382133995
2008_001230,train,person,247,126,358,318,0,1,1,500,375,112,193,21616,0.5803108808290155,0.11528533333333334
2008_001230,train,person,76,85,233,312,0,1,0,500,375,158,228,36024,0.6929824561403509,0.192128
2008_001230,train,bottle,106,279,139,328,0,1,0,500,375,34,50,1700,0.68,0.009066666666666667
2008_001230,train,bottle,1,248,39,352,0,0,0,500,375,39,105,4095,0.37142857142857144,0.02184
